carrier,lat,lon
Mondial Relay,44.4844,4.69015
Mondial Relay,44.84492,-0.61007
Mondial Relay,48.90847,2.3992
Mondial Relay,47.26042,4.97906
Mondial Relay,43.46291,-1.51921
Mondial Relay,43.67431,1.57738
Mondial Relay,44.56455,6.10085
Mondial Relay,49.79078,4.49814
Mondial Relay,47.99674,-4.02651
Mondial Relay,47.84433,3.55309
Mondial Relay,48.86971,2.36223
Mondial Relay,44.41294,4.14634
Mondial Relay,50.68214,2.71879
Mondial Relay,49.7991,1.10391
Mondial Relay,47.38014,-0.11126
Mondial Relay,48.16028,3.26185
Mondial Relay,48.52339,-1.32411
Mondial Relay,41.93005,8.73731
Mondial Relay,48.44057,2.45951
Mondial Relay,48.92921,2.55383
Mondial Relay,41.9351,8.74726
Mondial Relay,50.70227,1.60632
Mondial Relay,43.70188,7.28143
Mondial Relay,43.61289,3.80882
Mondial Relay,50.35146,2.59179
Mondial Relay,47.8716,-0.09737
Mondial Relay,44.89995,-0.2131
Mondial Relay,45.05801,5.77067
Mondial Relay,50.99832,2.23863
Mondial Relay,46.05119,3.92505
Mondial Relay,46.79327,4.4456
Mondial Relay,42.70421,9.45123
Mondial Relay,46.56758,0.3657
Mondial Relay,45.90382,5.3481
Mondial Relay,45.0647,5.75828
Mondial Relay,49.28641,1.00897
Mondial Relay,48.52641,2.64689
Mondial Relay,45.82752,-1.09571
Mondial Relay,48.88405,2.51052
Mondial Relay,44.48273,4.25597
Mondial Relay,47.88466,7.22811
Mondial Relay,50.58448,2.40858
Mondial Relay,48.8561,2.74436
Mondial Relay,48.82689,2.35733
Mondial Relay,49.43477,1.10497
Mondial Relay,48.52595,2.6822
Mondial Relay,48.8553,2.38753
Mondial Relay,48.87199,2.37147
Mondial Relay,47.47173,2.92895
Mondial Relay,49.04908,2.09827
Mondial Relay,47.25759,6.02085
Mondial Relay,48.54193,6.13981
Mondial Relay,47.63453,6.15575
Mondial Relay,48.10568,-1.66527
Mondial Relay,48.62956,-3.30032
Mondial Relay,43.91569,1.37238
Mondial Relay,45.89512,0.01017
Mondial Relay,50.57452,2.743
Mondial Relay,45.99221,4.06467
Mondial Relay,44.02549,1.35683
Mondial Relay,50.36577,3.07866
Mondial Relay,44.32347,-0.57183
Mondial Relay,47.81362,-0.08477
Mondial Relay,50.1304,3.42606
Mondial Relay,48.85439,2.62439
Mondial Relay,50.28903,2.74731
Mondial Relay,50.48716,2.81202
Mondial Relay,48.59959,-2.28757
Mondial Relay,44.0498,2.15527
Mondial Relay,48.90645,1.27518
Mondial Relay,41.92358,8.82447
Mondial Relay,49.29827,4.31742
Mondial Relay,43.72069,4.32062
Mondial Relay,49.65872,3.30962
Mondial Relay,43.64061,6.90906
Mondial Relay,43.1824,5.71209
Mondial Relay,48.38685,2.96089
Mondial Relay,47.27373,-2.44172
Mondial Relay,43.43125,5.54449
Mondial Relay,45.59538,5.26706
Mondial Relay,43.83973,4.31743
Mondial Relay,45.85262,1.25918
Mondial Relay,43.19999,1.0114
Mondial Relay,43.61617,3.1551
Mondial Relay,44.64364,4.87353
Mondial Relay,48.0853,6.04635
Mondial Relay,43.57428,7.05658
Mondial Relay,43.94065,4.89771
Mondial Relay,43.83577,5.97603
Mondial Relay,48.77524,-3.22871
Mondial Relay,47.45365,-0.46725
Mondial Relay,43.92839,-0.64067
Mondial Relay,47.42629,0.98542
Mondial Relay,50.92634,1.86803
Mondial Relay,49.00514,3.55674
Mondial Relay,49.54835,1.85328
Mondial Relay,47.26979,-0.50391
Mondial Relay,43.4564,2.00271
Mondial Relay,47.15623,1.20089
Mondial Relay,49.25903,-0.463
Mondial Relay,45.44514,-0.43813
Mondial Relay,44.09134,6.23422
Mondial Relay,43.23518,0.06817
Mondial Relay,47.93004,2.14008
Mondial Relay,48.12401,-1.20989
Mondial Relay,47.36166,0.70724
Mondial Relay,49.17904,-0.36627
Mondial Relay,43.606,3.88643
Mondial Relay,49.70171,4.94418
Mondial Relay,49.16804,-0.31859
Mondial Relay,50.52437,3.28269
Mondial Relay,44.87379,1.23064
Mondial Relay,49.32676,-0.46031
Mondial Relay,43.09439,-0.04534
Mondial Relay,46.43385,4.27506
Mondial Relay,43.446,3.75609
Mondial Relay,50.39066,3.16238
Mondial Relay,47.48515,-0.54557
Mondial Relay,42.67068,2.83143
Mondial Relay,47.88453,6.27374
Mondial Relay,48.7043,6.24432
Mondial Relay,46.48642,-1.74979
Mondial Relay,43.6094,1.33045
Mondial Relay,49.51811,0.09581
Mondial Relay,46.48245,-0.5995
Mondial Relay,43.1162,0.4343
Mondial Relay,43.60684,5.75676
Mondial Relay,45.27164,4.8861
Mondial Relay,49.23126,-0.04379
Mondial Relay,49.64693,0.36596
Mondial Relay,49.17525,-0.62595
Mondial Relay,47.84112,-4.28443
Mondial Relay,45.99091,0.41149
Mondial Relay,45.64615,0.13995
Mondial Relay,49.91036,2.32785
Mondial Relay,43.6912,1.5166
Mondial Relay,47.67704,-2.29695
Mondial Relay,44.28276,4.74733
Mondial Relay,44.90521,1.20781
Mondial Relay,44.8329,0.70438
Mondial Relay,44.80712,-0.57325
Mondial Relay,43.63584,0.58271
Mondial Relay,43.39322,-1.45647
Mondial Relay,47.66451,-3.00202
Mondial Relay,45.63237,4.45622
Mondial Relay,51.01641,2.38029
Mondial Relay,43.03141,1.02157
Mondial Relay,46.11414,-0.93713
Mondial Relay,44.11304,4.09672
Mondial Relay,47.35148,6.358
Mondial Relay,43.24337,-0.01151
Mondial Relay,46.6149,4.66289
Mondial Relay,47.81121,-3.63033
Mondial Relay,47.87985,-3.55439
Mondial Relay,45.05754,4.84025
Mondial Relay,46.60824,-1.66239
Mondial Relay,48.54358,-2.9679
Mondial Relay,47.21685,2.10207
Mondial Relay,45.81907,1.23453
Mondial Relay,48.87762,2.35014
Mondial Relay,49.12752,2.37038
Mondial Relay,47.4687,-0.4935
Mondial Relay,49.61101,3.21975
Mondial Relay,45.78665,3.27898
Mondial Relay,48.939,7.08646
Mondial Relay,47.71511,-3.33324
Mondial Relay,48.00569,-2.09031
Mondial Relay,49.57299,1.38146
Mondial Relay,50.93841,1.864
Mondial Relay,43.65683,-0.08168
Mondial Relay,48.76053,5.18901
Mondial Relay,49.18651,6.89529
Mondial Relay,47.13179,6.52697
Mondial Relay,46.52265,6.02037
Mondial Relay,47.88687,7.53946
Mondial Relay,49.05123,6.93086
Mondial Relay,48.53858,7.45678
Mondial Relay,46.22209,-0.14338
Mondial Relay,49.42971,2.03729
Mondial Relay,50.45417,3.03034
Mondial Relay,48.40427,2.72076
Mondial Relay,48.87011,2.38925
Mondial Relay,44.94475,4.84212
Mondial Relay,51.0334,2.40208
Mondial Relay,44.27977,2.72894
Mondial Relay,49.08026,-0.65887
Mondial Relay,46.99811,2.25637
Mondial Relay,49.19415,6.92546
Mondial Relay,43.69427,5.02947
Mondial Relay,43.12702,5.94235
Mondial Relay,44.4602,6.0531
Mondial Relay,46.97497,-2.24421
Mondial Relay,45.94492,-0.52294
Mondial Relay,46.40049,6.58986
Mondial Relay,46.97276,0.60566
Mondial Relay,46.81845,0.52624
Mondial Relay,43.53261,5.45362
Mondial Relay,48.08124,7.38883
Mondial Relay,43.10827,0.72534
Mondial Relay,43.67712,4.12107
Mondial Relay,50.4946,2.56942
Mondial Relay,44.55519,6.07449
Mondial Relay,47.64663,0.15657
Mondial Relay,45.20184,0.66541
Mondial Relay,49.86677,2.5164
Mondial Relay,50.37158,3.50273
Mondial Relay,50.64468,2.72192
Mondial Relay,49.35749,6.14756
Mondial Relay,48.36605,1.32917
Mondial Relay,43.87585,5.39905
Mondial Relay,47.91301,-1.37901
Mondial Relay,46.30497,4.8279
Mondial Relay,44.67626,0.18072
Mondial Relay,44.85371,3.00399
Mondial Relay,47.24419,6.17829
Mondial Relay,44.95753,3.54239
Mondial Relay,48.33026,0.80208
Mondial Relay,46.53105,-1.77422
Mondial Relay,43.12176,5.8195
Mondial Relay,48.57658,1.23642
Mondial Relay,47.26769,0.8364
Mondial Relay,43.14125,6.3588
Mondial Relay,47.77106,-2.13038
Mondial Relay,42.87457,2.18534
Mondial Relay,43.24415,2.11576
Mondial Relay,43.06548,0.14853
Mondial Relay,43.4875,2.76707
Mondial Relay,44.73822,1.38797
Mondial Relay,45.30761,-0.94131
Mondial Relay,49.50347,4.36072
Mondial Relay,46.82812,-1.87588
Mondial Relay,45.39599,6.26834
Mondial Relay,47.61562,6.14142
Mondial Relay,48.62318,-1.99153
Mondial Relay,44.69248,-0.08595
Mondial Relay,46.58064,1.98627
Mondial Relay,43.65671,1.66146
Mondial Relay,45.14163,1.06664
Mondial Relay,50.40835,1.59209
Mondial Relay,45.82441,3.38276
Mondial Relay,44.80467,4.61562
Mondial Relay,47.28348,6.07952
Mondial Relay,48.5599,3.3
Mondial Relay,49.86323,4.35912
Mondial Relay,50.16807,3.23107
Mondial Relay,50.80763,1.70229
Mondial Relay,50.71048,2.93251
Mondial Relay,49.24895,1.44366
Mondial Relay,48.60153,7.65176
Mondial Relay,49.27654,1.76021
Mondial Relay,48.72402,1.37075
Mondial Relay,45.60022,-0.05447
Mondial Relay,44.30701,-0.77951
Mondial Relay,42.67968,2.93998
Mondial Relay,46.35316,2.58998
Mondial Relay,46.57621,5.95368
Mondial Relay,45.24279,4.23301
Mondial Relay,44.87972,-0.5174
Mondial Relay,43.8235,5.78757
Mondial Relay,44.6339,-1.15187
Mondial Relay,43.45456,5.46738
Mondial Relay,43.3238,5.47713
Mondial Relay,48.17282,-2.75115
Mondial Relay,47.82858,0.27292
Mondial Relay,45.84515,4.83174
Mondial Relay,45.41388,0.91934
Mondial Relay,45.00935,0.16677
Mondial Relay,50.71,2.11507
Mondial Relay,45.05014,3.87668
Mondial Relay,50.61505,3.1143
Mondial Relay,47.29604,-1.39296
Mondial Relay,48.96946,2.41284
Mondial Relay,48.44924,1.49306
Mondial Relay,49.492,5.18876
Mondial Relay,45.04014,-0.55746
Mondial Relay,44.91735,-0.42988
Mondial Relay,50.69346,3.18459
Mondial Relay,45.16279,5.74353
Mondial Relay,48.85647,2.42377
Mondial Relay,44.99254,-0.20523
Mondial Relay,43.76901,3.85779
Mondial Relay,49.92826,2.93989
Mondial Relay,42.7054,3.00635
Mondial Relay,47.99951,5.49593
Mondial Relay,49.96541,1.9419
Mondial Relay,45.11454,4.29117
Mondial Relay,43.4132,3.68022
Mondial Relay,44.50348,1.1796
Mondial Relay,46.46527,-1.61359
Mondial Relay,48.69734,7.78407
Mondial Relay,43.22902,2.84851
Mondial Relay,44.55525,-0.24664
Mondial Relay,42.31993,9.53993
Mondial Relay,46.83489,0.54128
Mondial Relay,48.96576,4.31573
Mondial Relay,43.45181,5.86079
Mondial Relay,48.73319,-0.03243
Mondial Relay,45.84222,2.75834
Mondial Relay,50.68522,2.88182
Mondial Relay,48.34586,6.63488
Mondial Relay,44.90186,6.64591
Mondial Relay,43.28014,2.09311
Mondial Relay,45.05599,1.67226
Mondial Relay,47.12316,2.35794
Mondial Relay,48.27676,-3.58229
Mondial Relay,43.64667,1.97995
Mondial Relay,48.23623,3.55884
Mondial Relay,46.33518,6.0603
Mondial Relay,46.00809,1.17364
Mondial Relay,46.12123,1.04909
Mondial Relay,48.04487,-1.51396
Mondial Relay,45.15018,0.52911
Mondial Relay,48.84677,-0.88745
Mondial Relay,45.19242,6.65479
Mondial Relay,49.40933,3.51701
Mondial Relay,49.04395,6.59907
Mondial Relay,49.28376,4.11008
Mondial Relay,44.85416,-0.04255
Mondial Relay,46.72392,-0.58808
Mondial Relay,50.19643,3.37777
Mondial Relay,47.52902,3.07407
Mondial Relay,47.5319,6.80853
Mondial Relay,49.10614,-1.13776
Mondial Relay,48.45241,-4.46678
Mondial Relay,50.29714,4.10201
Mondial Relay,47.68429,2.63212
Mondial Relay,45.81654,1.17426
Mondial Relay,43.8889,4.77903
Mondial Relay,44.80308,3.27564
Mondial Relay,48.95076,2.38571
Mondial Relay,46.57576,3.31978
Mondial Relay,43.30068,5.38392
Mondial Relay,43.46502,4.94029
Mondial Relay,42.97326,1.86695
Mondial Relay,43.60127,7.1224
Mondial Relay,47.9992,0.19969
Mondial Relay,46.16798,1.87401
Mondial Relay,45.8818,6.32654
Mondial Relay,50.27111,1.67124
Mondial Relay,44.7298,5.01672
Mondial Relay,49.16431,5.40873
Mondial Relay,47.52422,-1.18621
Mondial Relay,44.84527,0.90999
Mondial Relay,45.83117,4.01243
Mondial Relay,46.5473,2.34595
Mondial Relay,45.36644,1.71445
Mondial Relay,43.47793,5.53751
Mondial Relay,48.52923,2.52423
Mondial Relay,50.27807,2.29048
Mondial Relay,46.81463,4.85742
Mondial Relay,47.88659,-2.83501
Mondial Relay,44.261,4.19857
Mondial Relay,45.03829,0.35403
Mondial Relay,48.8485,2.47323
Mondial Relay,48.89329,2.4347
Mondial Relay,47.01217,0.32258
Mondial Relay,48.98217,2.44294
Mondial Relay,44.63734,0.74285
Mondial Relay,44.72837,1.92584
Mondial Relay,44.12054,1.12221
Mondial Relay,43.09324,-0.0484
Mondial Relay,47.01279,3.08167
Mondial Relay,47.62163,-1.37258
Mondial Relay,49.50879,-1.46849
Mondial Relay,43.2325,-0.38821
Mondial Relay,45.41503,1.59571
Mondial Relay,46.76289,1.71891
Mondial Relay,49.2491,0.96432
Mondial Relay,45.98011,5.21713
Mondial Relay,43.19592,0.0291
Mondial Relay,43.91747,5.91886
Mondial Relay,47.24755,6.00026
Mondial Relay,44.38116,2.82366
Mondial Relay,47.99187,3.61716
Mondial Relay,46.3672,2.57538
Mondial Relay,46.85725,2.3175
Mondial Relay,47.34903,-0.7589
Mondial Relay,46.69763,-1.7599
Mondial Relay,43.83366,-0.81142
Mondial Relay,43.88156,0.98581
Mondial Relay,50.51695,2.54308
Mondial Relay,47.67326,-2.06852
Mondial Relay,44.9178,4.91308
Mondial Relay,41.91496,9.38905
Mondial Relay,49.62265,0.78955
Mondial Relay,48.21226,-1.51439
Mondial Relay,47.39675,4.54196
Mondial Relay,45.76942,4.85732
Mondial Relay,45.95931,3.47442
Mondial Relay,48.31403,4.04614
Mondial Relay,43.08562,0.56727
Mondial Relay,44.05853,0.65113
Mondial Relay,47.52595,6.82773
Mondial Relay,50.80694,2.57252
Mondial Relay,47.24891,6.03068
Mondial Relay,46.68062,-1.04782
Mondial Relay,48.83969,2.33848
Mondial Relay,43.55939,6.25032
Mondial Relay,47.83448,1.93119
Mondial Relay,48.04124,7.15507
Mondial Relay,43.20609,2.43537
Mondial Relay,43.34583,-1.76223
Mondial Relay,47.82089,7.08348
Mondial Relay,48.71861,3.72446
Mondial Relay,43.29546,-0.37288
Mondial Relay,48.52762,2.37357
Mondial Relay,43.38362,-1.30504
Mondial Relay,46.33879,2.6035
Mondial Relay,47.03848,4.83525
Mondial Relay,47.2264,-2.1706
Mondial Relay,46.69506,-1.93369
Mondial Relay,44.21258,4.03041
Mondial Relay,46.85745,6.15847
Mondial Relay,47.74684,7.34032
Mondial Relay,43.88327,4.85433
Mondial Relay,48.63488,-1.89935
Mondial Relay,47.8252,-1.84243
Mondial Relay,47.97723,3.39343
Mondial Relay,47.54597,-0.11022
Mondial Relay,42.99914,-0.09601
Mondial Relay,47.79059,-3.48851
Mondial Relay,49.39545,6.27879
Mondial Relay,49.55011,0.49279
Mondial Relay,41.94979,8.77036
Mondial Relay,47.67302,6.51259
Mondial Relay,45.58279,-0.83371
Mondial Relay,49.21391,4.05093
Mondial Relay,45.06065,4.30146
Mondial Relay,49.66507,-1.69427
Mondial Relay,49.8877,4.73613
Mondial Relay,43.62333,1.42667
Mondial Relay,49.021,2.23092
Mondial Relay,46.2445,5.13881
Mondial Relay,49.17562,-0.37767
Mondial Relay,48.98907,2.25845
Mondial Relay,49.1567,5.88291
Mondial Relay,48.64067,6.18354
Mondial Relay,46.7957,-1.89805
Mondial Relay,46.65984,4.35176
Mondial Relay,48.93131,2.49476
Mondial Relay,42.76965,2.8742
Mondial Relay,43.32426,-0.44086
Mondial Relay,48.82316,2.34682
Mondial Relay,49.82855,0.91167
Mondial Relay,47.61551,-0.46358
Mondial Relay,48.05373,-2.95831
Mondial Relay,43.10501,5.86977
Mondial Relay,44.7114,-1.05485
Mondial Relay,45.18147,3.91551
Mondial Relay,49.30729,3.67838
Mondial Relay,48.89765,4.01082
Mondial Relay,43.62675,0.87575
Mondial Relay,49.62008,0.76243
Mondial Relay,43.10276,1.65011
Mondial Relay,47.33134,0.66408
Mondial Relay,47.08464,-1.26111
Mondial Relay,48.56723,2.61335
Mondial Relay,50.62148,2.54402
Mondial Relay,46.16516,-1.18604
Mondial Relay,47.05562,-1.72658
Mondial Relay,43.3405,5.97502
Mondial Relay,48.58715,7.76082
Mondial Relay,43.54522,6.93762
Mondial Relay,47.9734,0.15853
Mondial Relay,51.03076,2.37633
Mondial Relay,47.92379,0.1524
Mondial Relay,49.06277,-1.43674
Mondial Relay,48.88891,2.34302
Mondial Relay,47.27838,3.49137
Mondial Relay,47.18553,5.39905
Mondial Relay,48.74124,7.3629
Mondial Relay,43.53155,3.86308
Mondial Relay,44.61537,4.40152
Mondial Relay,48.69814,2.33531
Mondial Relay,43.69918,1.82069
Mondial Relay,48.89053,2.40282
Mondial Relay,43.30969,3.4955
Mondial Relay,48.86836,2.53385
Mondial Relay,47.48811,3.91684
Mondial Relay,48.54237,2.64063
Mondial Relay,49.30498,1.02739
Mondial Relay,47.72396,1.94122
Mondial Relay,43.422,5.20408
Mondial Relay,48.81192,7.79644
Mondial Relay,46.3867,4.9161
Mondial Relay,44.74679,4.67352
Mondial Relay,48.84639,2.40153
Mondial Relay,50.18552,3.49485
Mondial Relay,49.40546,3.11527
Mondial Relay,49.16661,6.96689
Mondial Relay,47.44815,6.83616
Mondial Relay,49.74081,2.15174
Mondial Relay,49.35551,0.81859
Mondial Relay,45.52242,4.21271
Mondial Relay,47.49179,6.66477
Mondial Relay,49.41931,0.23217
Mondial Relay,45.27424,0.91772
Mondial Relay,46.73018,0.30605
Mondial Relay,45.39284,1.37724
Mondial Relay,44.137,4.80665
Mondial Relay,48.86529,2.51014
Mondial Relay,47.06476,-0.8705
Mondial Relay,47.61803,1.36653
Mondial Relay,49.42555,1.05894
Mondial Relay,49.73148,1.44087
Mondial Relay,50.44952,3.59432
Mondial Relay,46.94162,2.00144
Mondial Relay,47.80554,5.43763
Mondial Relay,45.8889,0.90418
Mondial Relay,50.52628,1.62729
Mondial Relay,45.33184,5.4859
Mondial Relay,48.59421,6.33275
Mondial Relay,44.01672,1.34725
Mondial Relay,48.97772,2.00661
Mondial Relay,48.45644,-2.0505
Mondial Relay,45.28674,4.7291
Mondial Relay,48.26045,-1.39756
Mondial Relay,45.57093,6.15553
Mondial Relay,48.15469,-1.58078
Mondial Relay,41.67609,8.90481
Mondial Relay,47.70616,-1.3911
Mondial Relay,47.67175,-0.24731
Mondial Relay,50.64229,3.08668
Mondial Relay,48.60981,7.74462
Mondial Relay,48.76237,2.03412
Mondial Relay,44.53004,3.5243
Mondial Relay,46.82645,-0.13805
Mondial Relay,49.41605,2.94072
Mondial Relay,48.51013,-4.07
Mondial Relay,48.94969,4.90107
Mondial Relay,48.79062,5.54629
Mondial Relay,47.4236,-0.52431
Mondial Relay,47.59865,6.86187
Mondial Relay,49.00034,1.63414
Mondial Relay,46.30282,4.8185
Mondial Relay,42.70899,2.84456
Mondial Relay,45.24012,4.67301
Mondial Relay,50.44434,2.64668
Mondial Relay,46.37991,3.59462
Mondial Relay,50.70392,3.19749
Mondial Relay,44.84748,0.49296
Mondial Relay,49.44625,1.06536
Mondial Relay,47.10354,5.88428
Mondial Relay,43.72396,7.10698
Mondial Relay,45.18551,5.74908
Mondial Relay,45.69544,-0.32839
Mondial Relay,49.51241,0.17477
Mondial Relay,51.02749,2.42827
Mondial Relay,46.1616,-1.15062
Mondial Relay,48.89314,2.34872
Mondial Relay,43.24337,5.36956
Mondial Relay,42.1172,9.51079
Mondial Relay,47.19043,-1.54706
Mondial Relay,43.70616,7.28336
Mondial Relay,50.58183,3.04367
Mondial Relay,46.49417,-1.76033
Mondial Relay,48.97414,1.68722
Mondial Relay,43.95926,4.76032
Mondial Relay,49.75801,0.37714
Mondial Relay,46.15757,2.8371
Mondial Relay,48.92115,2.27865
Mondial Relay,46.73503,2.49263
Mondial Relay,47.00785,-0.74564
Mondial Relay,42.75824,2.95596
Mondial Relay,42.94289,2.2559
Mondial Relay,48.51486,7.7225
Mondial Relay,50.40766,1.72524
Mondial Relay,50.24536,4.15187
Mondial Relay,48.98713,1.71733
Mondial Relay,47.80389,7.3132
Mondial Relay,45.19254,0.70718
Mondial Relay,45.70921,1.59894
Mondial Relay,50.20335,3.822
Mondial Relay,49.84996,1.5701
Mondial Relay,43.62861,1.46883
Mondial Relay,46.13549,1.26727
Mondial Relay,48.17634,-0.78476
Mondial Relay,47.32336,5.032
Mondial Relay,45.63746,0.20819
Mondial Relay,48.47121,2.28323
Mondial Relay,45.1628,1.56324
Mondial Relay,43.12026,5.93308
Mondial Relay,48.42727,0.08881
Mondial Relay,43.48875,-0.77314
Mondial Relay,43.10972,6.12363
Mondial Relay,45.27005,1.76967
Mondial Relay,49.91358,1.09139
Mondial Relay,44.5467,6.48173
Mondial Relay,45.79924,1.10987
Mondial Relay,48.59906,7.79012
Mondial Relay,48.11776,-1.68543
Mondial Relay,45.83628,4.71495
Mondial Relay,43.52738,-1.39151
Mondial Relay,43.09966,5.888
Mondial Relay,45.14047,0.80388
Mondial Relay,44.94813,-0.60067
Mondial Relay,43.67599,4.43091
Mondial Relay,45.24711,1.77201
Mondial Relay,43.68064,3.92098
Mondial Relay,47.74541,-3.37315
Mondial Relay,43.37955,1.28267
Mondial Relay,48.83533,2.32328
Mondial Relay,50.88573,2.43166
Mondial Relay,47.08262,5.49744
Mondial Relay,50.6266,3.11048
Mondial Relay,47.40935,5.81598
Mondial Relay,46.58944,0.34003
Mondial Relay,45.8961,4.43668
Mondial Relay,43.6719,7.20694
Mondial Relay,44.46719,1.42662
Mondial Relay,47.12242,-0.78843
Mondial Relay,46.39316,-1.02293
Mondial Relay,48.01702,2.66984
Mondial Relay,47.56212,7.30312
Mondial Relay,42.44581,9.5078
Mondial Relay,43.23422,3.12223
Mondial Relay,43.28805,5.46415
Mondial Relay,49.01108,1.63671
Mondial Relay,46.68606,-1.51286
Mondial Relay,45.86769,1.2649
Mondial Relay,47.17578,-2.14713
Mondial Relay,46.62625,-1.85747
Mondial Relay,43.5994,5.4851
Mondial Relay,50.42264,3.38653
Mondial Relay,47.1148,-1.95155
Mondial Relay,43.64509,4.01309
Mondial Relay,48.65504,2.33114
Mondial Relay,45.5747,5.4971
Mondial Relay,47.34616,1.72718
Mondial Relay,45.76649,5.0023
Mondial Relay,47.74796,-3.38975
Mondial Relay,43.4337,5.4701
Mondial Relay,48.80702,2.47947
Mondial Relay,48.8782,2.3563
Mondial Relay,49.48314,2.99527
Mondial Relay,43.63912,5.09596
Mondial Relay,48.87141,2.34191
Mondial Relay,45.75939,-1.12842
Mondial Relay,48.58796,-3.81654
Mondial Relay,48.89201,2.40252
Mondial Relay,49.26601,0.93898
Mondial Relay,47.79452,3.57901
Mondial Relay,48.99038,1.71723
Mondial Relay,43.12292,5.94816
Mondial Relay,48.88726,2.0966
Mondial Relay,47.75719,0.27328
Mondial Relay,48.98062,4.02903
Mondial Relay,49.47595,1.09698
Mondial Relay,47.10944,5.50926
Mondial Relay,43.56765,2.00544
Mondial Relay,49.92343,1.07421
Mondial Relay,47.62794,-0.71449
Mondial Relay,43.65571,-0.59312
Mondial Relay,48.85098,2.4339
Mondial Relay,49.84662,1.90172
Mondial Relay,48.85691,2.39801
Mondial Relay,47.86835,3.76383
Mondial Relay,48.55041,-3.96283
Mondial Relay,48.7131,2.54439
Mondial Relay,46.05048,5.32939
Mondial Relay,44.61483,-1.12224
Mondial Relay,48.90806,2.4944
Mondial Relay,43.7591,7.17534
Mondial Relay,49.35823,0.07705
Mondial Relay,50.48573,2.99745
Mondial Relay,44.83219,-0.57212
Mondial Relay,50.27665,3.97398
Mondial Relay,49.43492,1.91702
Mondial Relay,49.34687,-0.75544
Mondial Relay,45.44258,6.64816
Mondial Relay,46.04943,1.48001
Mondial Relay,49.03228,2.0891
Mondial Relay,49.84331,2.23065
Mondial Relay,48.71101,2.25336
Mondial Relay,44.04007,1.11044
Mondial Relay,42.6869,2.9013
Mondial Relay,48.57046,-2.8191
Mondial Relay,45.12242,-0.4689
Mondial Relay,45.39778,5.46866
Mondial Relay,43.60339,3.88241
Mondial Relay,45.76639,4.85715
Mondial Relay,49.65451,3.29515
Mondial Relay,48.87203,2.34551
Mondial Relay,48.13166,-1.63344
Mondial Relay,47.48248,6.84185
Mondial Relay,50.36032,3.31629
Mondial Relay,43.27942,5.41067
Mondial Relay,44.8533,-0.0596
Mondial Relay,43.45518,5.85838
Mondial Relay,43.54451,-1.10451
Mondial Relay,47.6329,7.01998
Mondial Relay,43.45109,4.93893
Mondial Relay,47.32577,5.04516
Mondial Relay,43.67955,4.63051
Mondial Relay,47.22226,2.06796
Mondial Relay,43.57247,1.40885
Mondial Relay,46.67601,4.36435
Mondial Relay,48.97629,2.3755
Mondial Relay,48.13778,2.47624
Mondial Relay,46.84994,4.62344
Mondial Relay,49.05487,2.09202
Mondial Relay,48.79557,2.32202
Mondial Relay,48.94006,2.45708
Mondial Relay,48.29958,4.07873
Mondial Relay,45.04796,5.04897
Mondial Relay,47.74389,7.32481
Mondial Relay,44.98196,-0.60422
Mondial Relay,48.72452,2.41287
Mondial Relay,48.58308,7.73809
Mondial Relay,48.17555,2.87242
Mondial Relay,48.58243,-2.53343
Mondial Relay,47.80541,-4.27663
Mondial Relay,47.98933,2.45427
Mondial Relay,48.84556,2.61567
Mondial Relay,46.58442,0.36724
Mondial Relay,47.31851,5.0331
Mondial Relay,49.37054,3.32624
Mondial Relay,48.18604,0.65378
Mondial Relay,46.78989,4.86115
Mondial Relay,48.87931,2.58802
Mondial Relay,43.60628,6.97227
Mondial Relay,48.81298,2.50104
Mondial Relay,48.23285,4.70695
Mondial Relay,48.53034,2.65475
Mondial Relay,47.38716,0.67666
Mondial Relay,43.60762,3.8768
Mondial Relay,48.84046,2.54916
Mondial Relay,50.66927,3.02723
Mondial Relay,48.37485,6.28635
Mondial Relay,48.84616,2.40817
Mondial Relay,48.63181,-2.05541
Mondial Relay,49.4097,2.25283
Mondial Relay,43.39407,6.32516
Mondial Relay,44.12663,4.08071
Mondial Relay,48.8202,2.32087
Mondial Relay,50.00692,2.66616
Mondial Relay,45.82716,3.37805
Mondial Relay,49.41548,2.80132
Mondial Relay,44.97002,3.88078
Mondial Relay,47.08294,2.04555
Mondial Relay,43.92937,4.12556
Mondial Relay,43.86759,6.12883
Mondial Relay,48.89318,2.32622
Mondial Relay,43.47689,1.33184
Mondial Relay,48.96124,2.38196
Mondial Relay,48.80861,2.26862
Mondial Relay,50.73672,1.61331
Mondial Relay,43.73404,5.37379
Mondial Relay,47.64018,6.91502
Mondial Relay,50.71684,3.14953
Mondial Relay,42.60147,2.96688
Mondial Relay,49.42903,2.08459
Mondial Relay,47.4453,-2.25153
Mondial Relay,50.67882,1.57107
Mondial Relay,48.67271,2.53777
Mondial Relay,48.98235,2.00194
Mondial Relay,48.62923,7.7538
Mondial Relay,49.00122,0.63887
Mondial Relay,43.32914,6.04563
Mondial Relay,45.82537,4.95599
Mondial Relay,47.26476,-1.24267
Mondial Relay,46.18005,-1.32598
Mondial Relay,47.59067,1.30647
Mondial Relay,48.82911,2.30882
Mondial Relay,45.76705,4.83059
Mondial Relay,48.87,2.39669
Mondial Relay,48.99378,1.91007
Mondial Relay,43.21202,2.35049
Mondial Relay,48.91399,2.62917
